polarity,file,lipidex_dot,ours_dot,name
Pos,NIST_Pos_03,855,855,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,560,560,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,993,993,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,802,802,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,873,873,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,785,785,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,990,990,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,831,831,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,851,851,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,644,644,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,794,794,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,710,710,TG 16:0_18:0_22:0
Pos,NIST_Pos_03,867,867,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,794,794,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,991,991,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,838,838,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,591,591,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,860,860,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,667,667,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,843,843,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,984,984,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,852,852,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,693,693,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,789,789,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,794,794,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,866,866,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,719,719,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,857,857,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,870,870,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,988,988,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,799,799,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,875,875,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,874,874,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,982,982,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,853,853,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,884,884,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,757,757,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,752,752,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,853,853,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,929,929,CE 18:1
Pos,NIST_Pos_03,967,967,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,762,762,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,870,870,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,880,880,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,942,942,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,708,708,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,863,863,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,822,822,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,977,977,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,750,750,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,855,855,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,750,750,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,887,887,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,985,985,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,770,770,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,928,928,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,842,842,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,895,895,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,901,901,CE 18:1
Pos,NIST_Pos_03,840,840,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,877,877,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,977,977,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,909,909,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,992,992,CE 18:2
Pos,NIST_Pos_03,884,884,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,842,842,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,804,804,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,986,986,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,822,822,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,805,805,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,868,868,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,991,991,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,815,815,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,991,991,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,818,818,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,729,729,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,851,851,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,887,887,CE 18:1
Pos,NIST_Pos_03,891,891,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,865,865,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,988,988,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,798,798,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,802,802,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,851,851,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,862,862,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,990,990,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,693,693,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,648,648,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,707,707,CE 18:1
Pos,NIST_Pos_03,811,811,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,884,884,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,959,959,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,865,865,CE 18:1
Pos,NIST_Pos_03,826,826,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,990,990,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,871,871,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,825,825,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,590,590,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,787,787,CE 18:1
Pos,NIST_Pos_03,957,957,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,805,805,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,901,901,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,928,928,CE 18:1
Pos,NIST_Pos_03,830,830,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,991,991,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,681,681,CE 18:1
Pos,NIST_Pos_03,863,863,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,869,869,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,993,993,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,762,762,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,857,857,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,805,805,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,990,990,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,908,908,CE 18:1
Pos,NIST_Pos_03,929,929,CE 18:1
Pos,NIST_Pos_03,992,992,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,938,938,CE 18:1
Pos,NIST_Pos_03,666,666,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,508,508,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,882,882,CE 18:1
Pos,NIST_Pos_03,842,842,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,980,980,CE 18:2
Pos,NIST_Pos_03,985,985,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,947,947,CE 18:1
Pos,NIST_Pos_03,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,854,854,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,995,995,CE 18:2
Pos,NIST_Pos_03,943,943,CE 18:1
Pos,NIST_Pos_03,991,991,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,953,953,CE 18:1
Pos,NIST_Pos_03,849,849,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,981,981,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,993,993,CE 18:2
Pos,NIST_Pos_03,599,599,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,995,995,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,954,954,CE 18:1
Pos,NIST_Pos_03,945,945,CE 18:1
Pos,NIST_Pos_03,909,909,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,995,995,CE 18:2
Pos,NIST_Pos_03,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,905,905,CE 18:1
Pos,NIST_Pos_03,993,993,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,994,994,CE 18:2
Pos,NIST_Pos_03,941,941,CE 18:1
Pos,NIST_Pos_03,732,732,TG 18:0_18:0_20:0
Pos,NIST_Pos_03,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,924,924,CE 18:1
Pos,NIST_Pos_03,858,858,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,983,983,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,992,992,CE 18:2
Pos,NIST_Pos_03,883,883,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,911,911,CE 18:1
Pos,NIST_Pos_03,897,897,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,848,848,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,996,996,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,988,988,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,994,994,CE 18:2
Pos,NIST_Pos_03,864,864,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,923,923,CE 18:1
Pos,NIST_Pos_03,868,868,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,741,741,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,958,958,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,864,864,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,779,779,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,867,867,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,753,753,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,990,990,CE 18:2
Pos,NIST_Pos_03,989,989,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,817,817,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,959,959,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,854,854,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,989,989,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,768,768,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,896,896,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,848,848,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,733,733,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,989,989,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,826,826,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,956,956,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,709,709,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,887,887,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,505,505,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,611,611,PC 10:0_26:2
Pos,NIST_Pos_03,562,562,CE 18:2
Pos,NIST_Pos_03,978,978,PC 10:0_24:1
Pos,NIST_Pos_03,776,776,LysoPC 16:0
Pos,NIST_Pos_03,769,769,SM d19:0_15:1
Pos,NIST_Pos_03,822,822,PC 10:0_24:1
Pos,NIST_Pos_03,944,944,LysoPC 16:0
Pos,NIST_Pos_03,781,781,SM d19:0_15:1
Pos,NIST_Pos_03,991,991,PC 10:0_24:1
Pos,NIST_Pos_03,982,982,PC 10:0_26:1
Pos,NIST_Pos_03,946,946,LysoPC 16:0
Pos,NIST_Pos_03,985,985,PC 10:0_24:1
Pos,NIST_Pos_03,922,922,PC 10:0_26:1
Pos,NIST_Pos_03,890,890,SM d19:0_17:1
Pos,NIST_Pos_03,984,984,SM d19:0_15:1
Pos,NIST_Pos_03,947,947,LysoPC 16:0
Pos,NIST_Pos_03,934,934,PC 10:0_24:1
Pos,NIST_Pos_03,950,950,PC 10:0_26:1
Pos,NIST_Pos_03,935,935,LysoPC 16:0
Pos,NIST_Pos_03,747,747,SM d19:0_17:1
Pos,NIST_Pos_03,988,988,SM d19:0_15:1
Pos,NIST_Pos_03,977,977,PC 10:0_24:1
Pos,NIST_Pos_03,971,971,PC 10:0_26:1
Neg,NIST_Neg_01,895,895,LysoPC 18:3
Neg,NIST_Neg_01,992,992,LysoPC 16:1
Neg,NIST_Neg_01,657,657,LysoPE 22:6
Neg,NIST_Neg_01,955,955,LysoPC 20:4
Neg,NIST_Neg_01,1000,1000,LysoPC 18:2
Neg,NIST_Neg_01,995,995,LysoPE 20:4
Neg,NIST_Neg_01,853,853,LysoPC 16:1
Neg,NIST_Neg_01,998,998,LysoPE 18:2
Neg,NIST_Neg_01,757,757,LysoPC 20:4
Neg,NIST_Neg_01,839,839,LysoPC 18:2
Neg,NIST_Neg_01,762,762,LysoPC 22:5
Neg,NIST_Neg_01,853,853,LysoPC 17:1
Neg,NIST_Neg_01,999,999,LysoPC 18:1
Neg,NIST_Neg_01,787,787,LysoPC 16:0
Neg,NIST_Neg_01,992,992,LysoPC 17:0
Neg,NIST_Neg_01,763,763,LysoPC 18:1
Neg,NIST_Neg_01,862,862,LysoPC 20:2
Neg,NIST_Neg_01,811,811,LysoPC 17:0
Neg,NIST_Neg_01,998,998,LysoPE 18:0
Neg,NIST_Neg_01,765,765,LysoPC 18:0
Neg,NIST_Neg_01,998,998,LysoPE 18:0
Neg,NIST_Neg_01,796,796,LysoPC 20:0
Neg,NIST_Neg_01,657,657,PI
Neg,NIST_Neg_01,914,914,PI
Neg,NIST_Neg_01,719,719,PI
Neg,NIST_Neg_01,708,708,PI
Neg,NIST_Neg_01,997,997,SM d14:1_17:0
Neg,NIST_Neg_01,999,999,SM d14:1_18:0
Neg,NIST_Neg_01,882,882,PI 16:0_20:4
Neg,NIST_Neg_01,995,995,SM d14:1_22:2
Neg,NIST_Neg_01,935,935,PI 16:0_18:2
Neg,NIST_Neg_01,655,655,PI 18:1_20:4
Neg,NIST_Neg_01,996,996,SM d14:1_19:0
Neg,NIST_Neg_01,935,935,PI 18:2_18:1
Neg,NIST_Neg_01,896,896,SM d14:0_18:0
Neg,NIST_Neg_01,976,976,PE 18:2_18:2
Neg,NIST_Neg_01,975,975,PE 16:0_22:6
Neg,NIST_Neg_01,997,997,SM d15:1_20:1
Neg,NIST_Neg_01,995,995,SM d14:1_19:0
Neg,NIST_Neg_01,900,900,PE-NMe2 16:0_20:4
Neg,NIST_Neg_01,997,997,SM d14:1_20:0
Neg,NIST_Neg_01,819,819,Plasmenyl-PC P-16:0_22:6
Neg,NIST_Neg_01,874,874,PI 18:0_20:4
Neg,NIST_Neg_01,967,967,PI 18:1_18:1
Neg,NIST_Neg_01,998,998,SM d14:1_22:1
Neg,NIST_Neg_01,1000,1000,SM d14:1_20:0
Neg,NIST_Neg_01,918,918,Plasmenyl-PC P-16:0_20:4
Neg,NIST_Neg_01,813,813,PE-NMe2 18:2_18:1
Neg,NIST_Neg_01,824,824,PE 18:2_18:1
Neg,NIST_Neg_01,992,992,SM d14:1_22:1
Neg,NIST_Neg_01,985,985,Plasmenyl-PE P-16:0_20:4
Neg,NIST_Neg_01,857,857,Plasmenyl-PC P-18:1_20:4
Neg,NIST_Neg_01,814,814,PE-NMe2 16:0_20:3
Neg,NIST_Neg_01,997,997,SM d14:1_21:0
Neg,NIST_Neg_01,858,858,PI 18:0_20:3
Neg,NIST_Neg_01,957,957,Plasmenyl-PE P-18:1_20:4
Neg,NIST_Neg_01,852,852,Plasmenyl-PC P-16:0_18:2
Neg,NIST_Neg_01,975,975,SM d14:1_21:0
Neg,NIST_Neg_01,949,949,Plasmenyl-PE P-16:0_18:2
Neg,NIST_Neg_01,933,933,Plasmenyl-PE P-18:1_18:2
Neg,NIST_Neg_01,521,521,Plasmenyl-PE P-18:0_20:4
Neg,NIST_Neg_01,918,918,Plasmenyl-PC P-18:0_18:2
Neg,NIST_Neg_01,928,928,PI 18:1_18:0
Neg,NIST_Neg_01,887,887,PE 18:0_20:4
Neg,NIST_Neg_01,780,780,PE-NMe2 16:0_18:1
Neg,NIST_Neg_01,739,739,PC 18:1_18:1
Neg,NIST_Neg_01,914,914,PE-NMe2 18:1_18:1
Neg,NIST_Neg_01,1000,1000,SM d14:1_22:0
Neg,NIST_Neg_01,682,682,PE 18:2_18:0
Neg,NIST_Neg_01,998,998,SM d18:2_20:0
Neg,NIST_Neg_01,998,998,SM d14:1_26:2
Neg,NIST_Neg_01,906,906,Plasmenyl-PC P-18:0_20:4
Neg,NIST_Neg_01,999,999,SM d18:2_24:2
Neg,NIST_Neg_01,984,984,Plasmenyl-PE P-18:0_20:4
Neg,NIST_Neg_01,840,840,Plasmenyl-PC P-16:0_18:1
Neg,NIST_Neg_01,766,766,PE 18:0_20:3
Neg,NIST_Neg_01,517,517,Plasmenyl-PC P-20:0_18:3
Neg,NIST_Neg_01,963,963,Plasmenyl-PE P-16:0_18:1
Neg,NIST_Neg_01,973,973,SM d18:4_24:0
Neg,NIST_Neg_01,914,914,Plasmenyl-PC P-20:0_20:4
Neg,NIST_Neg_01,1000,1000,SM d14:0_22:0
Neg,NIST_Neg_01,866,866,Plasmenyl-PC P-18:0_18:2
Neg,NIST_Neg_01,953,953,Plasmenyl-PE P-18:0_18:2
Neg,NIST_Neg_01,741,741,PE-NMe2 18:1_18:0
Neg,NIST_Neg_01,999,999,SM d14:1_26:1
Neg,NIST_Neg_01,1000,1000,SM d14:1_24:0
Neg,NIST_Neg_01,998,998,SM d16:1_26:2
Neg,NIST_Neg_01,999,999,SM d14:1_26:1
Neg,NIST_Neg_01,998,998,SM d16:1_26:2
Neg,NIST_Neg_01,664,664,Plasmenyl-PE P-20:0_20:4
Neg,NIST_Neg_01,990,990,SM d14:1_26:1
Neg,NIST_Neg_01,959,959,Plasmenyl-PE P-18:0_18:1
Neg,NIST_Neg_01,977,977,GlcCer
Neg,NIST_Neg_01,999,999,SM d15:1_26:1
Neg,NIST_Neg_01,997,997,SM d14:1_25:0
Neg,NIST_Neg_01,994,994,SM d17:1_26:2
Neg,NIST_Neg_01,999,999,SM d15:1_26:1
Neg,NIST_Neg_01,994,994,SM d14:1_25:0
Neg,NIST_Neg_01,592,592,Cer
Neg,NIST_Neg_01,997,997,SM d15:1_26:1
Neg,NIST_Neg_01,722,722,Cer
Neg,NIST_Neg_01,997,997,SM d16:1_26:1
Neg,NIST_Neg_01,978,978,GlcCer
Neg,NIST_Neg_01,1000,1000,SM d16:1_26:1
Neg,NIST_Neg_01,997,997,SM d18:1_22:0
Neg,NIST_Neg_01,975,975,SM d18:3_26:0
Neg,NIST_Neg_01,1000,1000,SM d14:1_26:0
Neg,NIST_Neg_01,999,999,SM d16:1_26:1
Neg,NIST_Neg_01,999,999,SM d16:1_26:1
Neg,NIST_Neg_01,998,998,SM d17:1_26:1
Neg,NIST_Neg_01,658,658,Cer
Neg,NIST_Neg_01,982,982,GlcCer
Neg,NIST_Neg_01,996,996,SM d17:1_26:1
Neg,NIST_Neg_01,999,999,SM d18:1_23:0
Neg,NIST_Neg_01,1000,1000,SM d15:1_26:0
Neg,NIST_Neg_01,780,780,Cer
Neg,NIST_Neg_01,513,513,Cer
Neg,NIST_Neg_01,762,762,Cer
Neg,NIST_Neg_01,996,996,SM d16:1_26:0
Neg,NIST_Neg_01,995,995,SM d18:2_26:0
Neg,NIST_Neg_01,644,644,Cer
Neg,NIST_Neg_01,1000,1000,SM d16:1_26:0
Neg,NIST_Neg_01,988,988,SM d15:0_26:0
Neg,NIST_Neg_01,534,534,Cer
Neg,NIST_Neg_01,745,745,Cer
Neg,NIST_Neg_01,1000,1000,SM d16:1_26:0
Neg,NIST_Neg_01,899,899,Cer
Neg,NIST_Neg_01,994,994,SM d17:1_26:0
Neg,NIST_Neg_01,994,994,SM d17:1_26:0
Neg,NIST_Neg_01,701,701,Cer
Neg,NIST_Neg_01,763,763,Cer
Neg,NIST_Neg_01,826,826,Cer
Neg,NIST_Neg_01,665,665,Cer
Neg,NIST_Neg_01,646,646,Cer
Neg,NIST_Neg_02,717,717,LysoPC 20:5
Neg,NIST_Neg_02,956,956,LysoPC 18:3
Neg,NIST_Neg_02,995,995,LysoPC 16:1
Neg,NIST_Neg_02,948,948,LysoPC 20:4
Neg,NIST_Neg_02,998,998,LysoPC 18:2
Neg,NIST_Neg_02,902,902,LysoPE 22:6
Neg,NIST_Neg_02,876,876,LysoPC 16:1
Neg,NIST_Neg_02,998,998,LysoPE 18:2
Neg,NIST_Neg_02,841,841,LysoPC 18:2
Neg,NIST_Neg_02,948,948,LysoPC 16:0
Neg,NIST_Neg_02,999,999,LysoPC 18:1
Neg,NIST_Neg_02,725,725,LysoPC 16:0
Neg,NIST_Neg_02,776,776,LysoPC 18:1
Neg,NIST_Neg_02,892,892,LysoPC 17:0
Neg,NIST_Neg_02,810,810,LysoPI 18:0
Neg,NIST_Neg_02,998,998,LysoPE 18:0
Neg,NIST_Neg_02,816,816,LysoPI 18:0
Neg,NIST_Neg_02,774,774,LysoPC 18:0
Neg,NIST_Neg_02,998,998,LysoPE 18:0
Neg,NIST_Neg_02,896,896,LysoPC 19:0
Neg,NIST_Neg_02,777,777,LysoPC 20:0
Neg,NIST_Neg_02,645,645,PI
Neg,NIST_Neg_02,937,937,PI
Neg,NIST_Neg_02,713,713,PI
Neg,NIST_Neg_02,790,790,PI
Neg,NIST_Neg_02,966,966,SM d14:1_17:0
Neg,NIST_Neg_02,999,999,SM d14:1_18:0
Neg,NIST_Neg_02,999,999,SM d18:2_16:0
Neg,NIST_Neg_02,873,873,PI 16:0_20:4
Neg,NIST_Neg_02,900,900,PI 16:1_16:0
Neg,NIST_Neg_02,942,942,PI 16:0_18:2
Neg,NIST_Neg_02,997,997,SM d14:1_22:2
Neg,NIST_Neg_02,941,941,PI 18:2_18:1
Neg,NIST_Neg_02,996,996,SM d14:1_19:0
Neg,NIST_Neg_02,720,720,PC 18:2_18:2
Neg,NIST_Neg_02,692,692,SM d19:0_13:0
Neg,NIST_Neg_02,640,640,PE-NMe2 16:0_18:3
Neg,NIST_Neg_02,973,973,PE 16:0_22:6
Neg,NIST_Neg_02,997,997,SM d15:1_20:1
Neg,NIST_Neg_02,899,899,PE-NMe2 16:0_20:4
Neg,NIST_Neg_02,813,813,PI 18:0_20:4
Neg,NIST_Neg_02,647,647,PE 18:1_20:4
Neg,NIST_Neg_02,786,786,PI 18:1_18:1
Neg,NIST_Neg_02,998,998,SM d14:1_22:1
Neg,NIST_Neg_02,778,778,PE-NMe2 16:0_18:2
Neg,NIST_Neg_02,783,783,PE-NMe2 16:0_18:2
Neg,NIST_Neg_02,933,933,Plasmenyl-PC P-16:0_20:4
Neg,NIST_Neg_02,779,779,PE-NMe2 18:2_18:1
Neg,NIST_Neg_02,821,821,PE 18:2_18:1
Neg,NIST_Neg_02,815,815,PI 18:0_20:3
Neg,NIST_Neg_02,995,995,SM d14:1_22:1
Neg,NIST_Neg_02,985,985,Plasmenyl-PE P-16:0_20:4
Neg,NIST_Neg_02,993,993,SM d14:1_21:0
Neg,NIST_Neg_02,957,957,Plasmenyl-PE P-18:1_20:4
Neg,NIST_Neg_02,838,838,Plasmenyl-PC P-16:0_18:2
Neg,NIST_Neg_02,954,954,Plasmenyl-PE P-16:0_18:2
Neg,NIST_Neg_02,935,935,Plasmenyl-PE P-18:1_18:2
Neg,NIST_Neg_02,895,895,Plasmenyl-PC P-18:0_18:2
Neg,NIST_Neg_02,749,749,PC 16:0_16:0
Neg,NIST_Neg_02,953,953,PI 18:1_18:0
Neg,NIST_Neg_02,871,871,PE 18:0_20:4
Neg,NIST_Neg_02,791,791,PE-NMe2 16:0_18:1
Neg,NIST_Neg_02,730,730,Plasmenyl-PE P-16:0_20:3
Neg,NIST_Neg_02,1000,1000,SM d14:1_22:0
Neg,NIST_Neg_02,983,983,PE 18:1_18:1
Neg,NIST_Neg_02,997,997,SM d14:1_24:1
Neg,NIST_Neg_02,994,994,SM d14:1_26:2
Neg,NIST_Neg_02,944,944,Plasmenyl-PC P-18:0_20:4
Neg,NIST_Neg_02,997,997,SM d18:2_24:2
Neg,NIST_Neg_02,981,981,Plasmenyl-PE P-18:0_20:4
Neg,NIST_Neg_02,820,820,Plasmenyl-PC P-16:0_16:0
Neg,NIST_Neg_02,846,846,Plasmenyl-PC P-16:0_18:1
Neg,NIST_Neg_02,999,999,SM d14:1_24:1
Neg,NIST_Neg_02,779,779,PE 18:0_20:3
Neg,NIST_Neg_02,981,981,SM d18:4_24:0
Neg,NIST_Neg_02,949,949,Plasmenyl-PE P-16:0_18:1
Neg,NIST_Neg_02,998,998,SM d14:0_22:0
Neg,NIST_Neg_02,885,885,Plasmenyl-PC P-18:0_18:2
Neg,NIST_Neg_02,943,943,Plasmenyl-PE P-18:0_18:2
Neg,NIST_Neg_02,810,810,Plasmanyl-PE O-16:0_18:1
Neg,NIST_Neg_02,764,764,PE-NMe2 18:1_18:0
Neg,NIST_Neg_02,996,996,SM d14:1_24:0
Neg,NIST_Neg_02,999,999,SM d14:1_26:1
Neg,NIST_Neg_02,1000,1000,SM d16:1_26:2
Neg,NIST_Neg_02,999,999,SM d14:1_24:0
Neg,NIST_Neg_02,999,999,SM d18:2_22:0
Neg,NIST_Neg_02,999,999,SM d16:1_26:2
Neg,NIST_Neg_02,676,676,Plasmenyl-PE P-20:0_20:4
Neg,NIST_Neg_02,998,998,SM d14:1_26:1
Neg,NIST_Neg_02,958,958,Plasmenyl-PE P-18:0_18:1
Neg,NIST_Neg_02,989,989,SM d14:1_25:0
Neg,NIST_Neg_02,977,977,GlcCer
Neg,NIST_Neg_02,1000,1000,SM d14:1_25:0
Neg,NIST_Neg_02,996,996,SM d17:1_26:2
Neg,NIST_Neg_02,999,999,SM d18:2_23:0
Neg,NIST_Neg_02,565,565,Cer
Neg,NIST_Neg_02,844,844,SM d14:1_25:0
Neg,NIST_Neg_02,998,998,SM d15:1_26:1
Neg,NIST_Neg_02,735,735,Cer
Neg,NIST_Neg_02,975,975,GlcCer
Neg,NIST_Neg_02,999,999,SM d18:1_22:0
Neg,NIST_Neg_02,985,985,SM d18:3_26:0
Neg,NIST_Neg_02,999,999,SM d14:1_26:0
Neg,NIST_Neg_02,635,635,Cer
Neg,NIST_Neg_02,998,998,SM d17:1_26:1
Neg,NIST_Neg_02,997,997,SM d17:1_26:1
Neg,NIST_Neg_02,1000,1000,SM d18:1_23:0
Neg,NIST_Neg_02,814,814,Cer
Neg,NIST_Neg_02,999,999,SM d15:1_26:0
Neg,NIST_Neg_02,726,726,Cer
Neg,NIST_Neg_02,534,534,Cer
Neg,NIST_Neg_02,733,733,Cer
Neg,NIST_Neg_02,770,770,Cer
Neg,NIST_Neg_02,977,977,SM d18:2_26:0
Neg,NIST_Neg_02,999,999,SM d16:1_26:0
Neg,NIST_Neg_02,639,639,Cer
